Rank	Uniprot_ID	Num_Compounds	Protein_Name	Gene_Name	Gene_ID
59	P35368	4	Alpha-1B adrenergic receptor	ADRA1B	147
60	P35462	4	Dopamine D3 receptor	DRD3	1814
61	P51451	4	Tyrosine-protein kinase Blk 	BLK	640
62	P52333	4	Tyrosine-protein kinase JAK3 	JAK3	3718
63	P78527	4	DNA-dependent protein kinase catalytic subunit 	PRKDC	5591
64	Q01959	4	Sodium-dependent dopamine transporter	SLC6A3	6531
65	Q12809	4	Potassium voltage-gated channel subfamily H member 2	KCNH2	3757
66	Q14289	4	Protein-tyrosine kinase 2-beta	PTK2B	2185
67	Q15303	4	Receptor tyrosine-protein kinase erbB-4	ERBB4	2066
68	Q16816	4	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform 	PHKG1	5260
69	Q96RR4	4	Calcium/calmodulin-dependent protein kinase kinase 2 	CAMKK2	10645
70	Q9NWZ3	4	Interleukin-1 receptor-associated kinase 4 	IRAK4	51135
71	Q9UHD2	4	Serine/threonine-protein kinase TBK1 	TBK1	29110
72	Q9UM73	4	ALK tyrosine kinase receptor 	ALK	238
73	Q9UQB9	4	Aurora kinase C 	AURKC	6795
74	O00750	3	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	PIK3C2B	5287
75	O14920	3	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	3551
76	O14976	3	Cyclin-G-associated kinase	GAK	2580
77	O60674	3	Tyrosine-protein kinase JAK2	JAK2	3717
78	O75747	3	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma	PIK3C2G	5288
79	O75914	3	Serine/threonine-protein kinase PAK 3	PAK3	5063
80	O76074	3	cGMP-specific 3',5'-cyclic phosphodiesterase	PDE5A	8654
81	P00519	3	Tyrosine-protein kinase ABL1	ABL1	25
82	P02787	3	Serotransferrin 	TF	7018
83	P02788	3	Lactotransferrin 	LTF	4057
84	P04629	3	High affinity nerve growth factor receptor 	NTRK1	4914
85	P07332	3	Tyrosine-protein kinase Fes/Fps	FES	2242
86	P07550	3	Beta-2 adrenergic receptor	ADRB2	154
87	P08069	3	Insulin-like growth factor 1 receptor 	IGF1R	3480
88	P08582	3	Melanotransferrin 	MELTF	4241
89	P08588	3	Beta-1 adrenergic receptor	ADRB1	153
90	P08631	3	Tyrosine-protein kinase HCK	HCK	3055
91	P12931	3	Proto-oncogene tyrosine-protein kinase Src	SRC	6714
92	P14616	3	Insulin receptor-related protein	INSRR	3645
93	P16591	3	Tyrosine-protein kinase Fer	FER	2241
94	P17948	3	Vascular endothelial growth factor receptor 1 	FLT1	2321
95	P18089	3	Alpha-2B adrenergic receptor	ADRA2B	151
96	P19525	3	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	5610
97	P19784	3	Casein kinase II subunit alpha'	CSNK2A2	1459
98	P21728	3	Dopamine D1 receptor	DRD1	1812
99	P21802	3	Fibroblast growth factor receptor 2	FGFR2	2263
100	P23219	3	Prostaglandin G/H synthase 1	PTGS1	5742
101	P23458	3	Tyrosine-protein kinase JAK1	JAK1	3716
102	P30530	3	Tyrosine-protein kinase receptor UFO	AXL	558
103	P31645	3	Sodium-dependent serotonin transporter	SLC6A4	6532
104	P35354	3	Prostaglandin G/H synthase 2	PTGS2	5743
105	P42330	3	Aldo-keto reductase family 1 member C3 	AKR1C3	8644
106	P42680	3	Tyrosine-protein kinase Tec	TEC	7006
107	P42685	3	Tyrosine-protein kinase FRK	FRK	2444
108	P49759	3	Dual specificity protein kinase CLK1 	CLK1	1195
109	P49760	3	Dual specificity protein kinase CLK2 	CLK2	1196
110	P49761	3	Dual specificity protein kinase CLK3	CLK3	1198
111	P50406	3	5-hydroxytryptamine receptor 6	HTR6	3362
112	P52895	3	Aldo-keto reductase family 1 member C2 	AKR1C2	1646
113	P53350	3	Serine/threonine-protein kinase PLK1	PLK1	5347
114	P54646	3	5'-AMP-activated protein kinase catalytic subunit alpha-2	PRKAA2	5563
115	P54760	3	Ephrin type-B receptor 4	EPHB4	2050
116	P54762	3	Ephrin type-B receptor 1	EPHB1	2047
117	P57059	3	Serine/threonine-protein kinase SIK1 	SIK1	102724428
118	P68400	3	Casein kinase II subunit alpha	CSNK2A1	1457
119	Q02763	3	Angiopoietin-1 receptor	TEK	7010
120	Q02779	3	Mitogen-activated protein kinase kinase kinase 10 	MAP3K10	4294
121	Q05397	3	Focal adhesion kinase 1	PTK2	5747
122	Q05655	3	Protein kinase C delta type 	PRKCD	5580
123	Q06187	3	Tyrosine-protein kinase BTK	BTK	695
124	Q08345	3	Epithelial discoidin domain-containing receptor 1	DDR1	780
125	Q12866	3	Tyrosine-protein kinase Mer	MERTK	10461
126	Q13043	3	Serine/threonine-protein kinase 4 	STK4	6789
127	Q13131	3	5'-AMP-activated protein kinase catalytic subunit alpha-1	PRKAA1	5562
128	Q13163	3	Dual specificity mitogen-activated protein kinase kinase 5	MAP2K5	5607
129	Q13188	3	Serine/threonine-protein kinase 3 	STK3	6788
130	Q13237	3	cGMP-dependent protein kinase 2 	PRKG2	5593
131	Q13555	3	Calcium/calmodulin-dependent protein kinase type II subunit gamma	CAMK2G	818
132	Q13627	3	Dual specificity tyrosine-phosphorylation-regulated kinase 1A 	DYRK1A	1859
133	Q13882	3	Protein-tyrosine kinase 6	PTK6	5753
134	Q14680	3	Maternal embryonic leucine zipper kinase	MELK	9833
135	Q15139	3	Serine/threonine-protein kinase D1	PRKD1	5587
136	Q15375	3	Ephrin type-A receptor 7	EPHA7	2045
137	Q15746	3	Myosin light chain kinase, smooth muscle	MYLK	4638
138	Q8IU85	3	Calcium/calmodulin-dependent protein kinase type 1D	CAMK1D	57118
139	Q8IVH8	3	Mitogen-activated protein kinase kinase kinase kinase 3	MAP4K3	8491
140	Q8TDR2	3	Serine/threonine-protein kinase 35	STK35	140901
141	Q8WXR4	3	Myosin-IIIb 	MYO3B	140469
142	Q92918	3	Mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1	11184
143	Q9BUB5	3	MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	8569
144	Q9BYT3	3	Serine/threonine-protein kinase 33	STK33	65975
145	Q9H093	3	NUAK family SNF1-like kinase 2	NUAK2	81788
146	Q9H0K1	3	Serine/threonine-protein kinase SIK2	SIK2	23235
147	Q9H1R3	3	Myosin light chain kinase 2, skeletal/cardiac muscle 	MYLK2	85366
148	Q9H3Y6	3	Tyrosine-protein kinase Srms	SRMS	6725
149	Q9H4B4	3	Serine/threonine-protein kinase PLK3	PLK3	1263
150	Q9HBH9	3	MAP kinase-interacting serine/threonine-protein kinase 2	MKNK2	2872
151	Q9P289	3	Serine/threonine-protein kinase 26 	STK26	51765
152	Q9UF33	3	Ephrin type-A receptor 6	EPHA6	285220
153	Q9Y2U5	3	Mitogen-activated protein kinase kinase kinase 2	MAP3K2	10746
154	Q9Y463	3	Dual specificity tyrosine-phosphorylation-regulated kinase 1B	DYRK1B	9149
155	Q9Y6E0	3	Serine/threonine-protein kinase 24 	STK24	8428
156	O00222	2	Metabotropic glutamate receptor 8 	GRM8	2918
157	O00238	2	Bone morphogenetic protein receptor type-1B 	BMPR1B	658
158	O15075	2	Serine/threonine-protein kinase DCLK1	DCLK1	9201
159	O43283	2	Mitogen-activated protein kinase kinase kinase 13	MAP3K13	9175
160	O43293	2	Death-associated protein kinase 3	DAPK3	1613
161	O43318	2	Mitogen-activated protein kinase kinase kinase 7 	MAP3K7	6885
162	O43353	2	Receptor-interacting serine/threonine-protein kinase 2	RIPK2	8767
163	O43741	2	5'-AMP-activated protein kinase subunit beta-2	PRKAB2	5565
164	O60885	2	Bromodomain-containing protein 4 	BRD4	23476
165	O75116	2	Rho-associated protein kinase 2	ROCK2	9475
166	O75385	2	Serine/threonine-protein kinase ULK1	ULK1	8408
167	O75460	2	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	2081
168	O94806	2	Serine/threonine-protein kinase D3 	PRKD3	23683
169	O95747	2	Serine/threonine-protein kinase OSR1	OXSR1	9943
170	P05129	2	Protein kinase C gamma type 	PRKCG	5582
171	P06241	2	Tyrosine-protein kinase Fyn	FYN	2534
172	P07202	2	Thyroid peroxidase	TPO	7173
173	P07948	2	Tyrosine-protein kinase Lyn	LYN	4067
174	P08183	2	Multidrug resistance protein 1 	ABCB1	5243
175	P08581	2	Hepatocyte growth factor receptor	MET	4233
176	P08922	2	Proto-oncogene tyrosine-protein kinase ROS	ROS1	6098
177	P0C264	2	Uncharacterized serine/threonine-protein kinase SBK3	SBK3	100130827
178	P0DMS9	2	Transmembrane domain-containing protein TMIGD3	TMIGD3	57413
179	P11362	2	Fibroblast growth factor receptor 1	FGFR1	2260
180	P11387	2	DNA topoisomerase 1	TOP1	7150
181	P13945	2	Beta-3 adrenergic receptor	ADRB3	155
182	P16234	2	Platelet-derived growth factor receptor alpha 	PDGFRA	5156
183	P17252	2	Protein kinase C alpha type 	PRKCA	5578
184	P17612	2	cAMP-dependent protein kinase catalytic subunit alpha 	PRKACA	5566
185	P21709	2	Ephrin type-A receptor 1	EPHA1	2041
186	P21918	2	Dopamine D5 receptor	DRD5	1816
187	P22607	2	Fibroblast growth factor receptor 3	FGFR3	2261
188	P22694	2	cAMP-dependent protein kinase catalytic subunit beta 	PRKACB	5567
189	P23975	2	Sodium-dependent noradrenaline transporter	SLC6A2	6530
190	P27448	2	MAP/microtubule affinity-regulating kinase 3	MARK3	4140
191	P27986	2	Phosphatidylinositol 3-kinase regulatory subunit alpha	PIK3R1	5295
192	P28221	2	5-hydroxytryptamine receptor 1D 	HTR1D	3352
193	P28222	2	5-hydroxytryptamine receptor 1B 	HTR1B	3351
194	P28566	2	5-hydroxytryptamine receptor 1E 	HTR1E	3354
195	P29320	2	Ephrin type-A receptor 3	EPHA3	2042
196	P29322	2	Ephrin type-A receptor 8	EPHA8	2046
197	P29323	2	Ephrin type-B receptor 2	EPHB2	2048
198	P30291	2	Wee1-like protein kinase	WEE1	7465
199	P30531	2	Sodium- and chloride-dependent GABA transporter 1 	SLC6A1	6529
200	P30939	2	5-hydroxytryptamine receptor 1F 	HTR1F	3355
201	P31641	2	Sodium- and chloride-dependent taurine transporter 	SLC6A6	6533
202	P33981	2	Dual specificity protein kinase TTK	TTK	7272
203	P35372	2	Mu-type opioid receptor 	OPRM1	4988
204	P35590	2	Tyrosine-protein kinase receptor Tie-1	TIE1	7075
205	P35968	2	Vascular endothelial growth factor receptor 2 	KDR	3791
206	P36507	2	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	5605
207	P36897	2	TGF-beta receptor type-1	TGFBR1	7046
208	P37173	2	TGF-beta receptor type-2	TGFBR2	7048
209	P37231	2	Peroxisome proliferator-activated receptor gamma	PPARG	5468
210	P41240	2	Tyrosine-protein kinase CSK	CSK	1445
211	P42681	2	Tyrosine-protein kinase TXK	TXK	7294
212	P42684	2	Abelson tyrosine-protein kinase 2	ABL2	27
213	P43405	2	Tyrosine-protein kinase SYK	SYK	6850
214	P45984	2	Mitogen-activated protein kinase 9	MAPK9	5601
215	P46734	2	Dual specificity mitogen-activated protein kinase kinase 3	MAP2K3	5606
216	P48029	2	Sodium- and chloride-dependent creatine transporter 1 	SLC6A8	6535
217	P48065	2	Sodium- and chloride-dependent betaine transporter 	SLC6A12	6539
218	P48066	2	Sodium- and chloride-dependent GABA transporter 3 	SLC6A11	6538
219	P48067	2	Sodium- and chloride-dependent glycine transporter 1 	SLC6A9	6536
220	P48730	2	Casein kinase I isoform delta 	CSNK1D	1453
221	P49674	2	Casein kinase I isoform epsilon 	CSNK1E	102800317
222	P49840	2	Glycogen synthase kinase-3 alpha 	GSK3A	2931
223	P49841	2	Glycogen synthase kinase-3 beta 	GSK3B	2932
224	P51617	2	Interleukin-1 receptor-associated kinase 1	IRAK1	3654
225	P51813	2	Cytoplasmic tyrosine-protein kinase BMX	BMX	660
226	P51955	2	Serine/threonine-protein kinase Nek2	NEK2	4751
227	P51957	2	Serine/threonine-protein kinase Nek4	NEK4	6787
228	P53355	2	Death-associated protein kinase 1	DAPK1	1612
229	P53667	2	LIM domain kinase 1	LIMK1	3984
230	P53779	2	Mitogen-activated protein kinase 10	MAPK10	5602
231	P54619	2	5'-AMP-activated protein kinase subunit gamma-1	PRKAG1	5571
232	P54756	2	Ephrin type-A receptor 5	EPHA5	2044
233	P54764	2	Ephrin type-A receptor 4	EPHA4	2043
234	Q02156	2	Protein kinase C epsilon type 	PRKCE	5581
235	Q04759	2	Protein kinase C theta type 	PRKCQ	5588
236	Q04771	2	Activin receptor type-1	ACVR1	90
237	Q04828	2	Aldo-keto reductase family 1 member C1	AKR1C1	1645
238	Q04912	2	Macrophage-stimulating protein receptor	MST1R	4486
239	Q06418	2	Tyrosine-protein kinase receptor TYRO3	TYRO3	7301
240	Q08881	2	Tyrosine-protein kinase ITK/TSK	ITK	3702
241	Q12852	2	Mitogen-activated protein kinase kinase kinase 12	MAP3K12	7786
242	Q13153	2	Serine/threonine-protein kinase PAK 1	PAK1	5058
243	Q13164	2	Mitogen-activated protein kinase 7	MAPK7	5598
244	Q13470	2	Non-receptor tyrosine-protein kinase TNK1	TNK1	8711
245	Q13557	2	Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	817
246	Q14164	2	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	IKBKE	9641
247	Q14831	2	Metabotropic glutamate receptor 7 	GRM7	2917
248	Q14833	2	Metabotropic glutamate receptor 4 	GRM4	2914
249	Q16512	2	Serine/threonine-protein kinase N1 	PKN1	5585
250	Q16832	2	Discoidin domain-containing receptor 2	DDR2	4921
251	Q52WX2	2	Serine/threonine-protein kinase SBK1	SBK1	388228
252	Q56UN5	2	Mitogen-activated protein kinase kinase kinase 19	MAP3K19	80122
253	Q695T7	2	Sodium-dependent neutral amino acid transporter B	SLC6A19	340024
254	Q6PHR2	2	Serine/threonine-protein kinase ULK3	ULK3	25989
255	Q6XUX3	2	Dual serine/threonine and tyrosine protein kinase 	DSTYK	25778
256	Q7KZI7	2	Serine/threonine-protein kinase MARK2	MARK2	2011
257	Q7L7X3	2	Serine/threonine-protein kinase TAO1	TAOK1	57551
258	Q86V86	2	Serine/threonine-protein kinase pim-3	PIM3	415116
259	Q8IYT8	2	Serine/threonine-protein kinase ULK2	ULK2	9706
260	Q8N4C8	2	Misshapen-like kinase 1	MINK1	50488
261	Q8N568	2	Serine/threonine-protein kinase DCLK2	DCLK2	166614
262	Q8NEB9	2	Phosphatidylinositol 3-kinase catalytic subunit type 3 	PIK3C3	5289
263	Q8NEV4	2	Myosin-IIIa	MYO3A	53904
264	Q8TD08	2	Mitogen-activated protein kinase 15	MAPK15	225689
265	Q8WU08	2	Serine/threonine-protein kinase 32A	STK32A	202374
266	Q92630	2	Dual specificity tyrosine-phosphorylation-regulated kinase 2 	DYRK2	8445
267	Q96D53	2	Atypical kinase COQ8B, mitochondrial	COQ8B	79934
268	Q96L34	2	MAP/microtubule affinity-regulating kinase 4	MARK4	57787
269	Q96N87	2	Sodium-dependent neutral amino acid transporter B	SLC6A18	348932
270	Q96PY6	2	Serine/threonine-protein kinase Nek1	NEK1	4750
271	Q99720	2	Sigma non-opioid intracellular receptor 1 	SIGMAR1	10280
272	Q99759	2	Mitogen-activated protein kinase kinase kinase 3	MAP3K3	4215
273	Q99808	2	Equilibrative nucleoside transporter 1	SLC29A1	2030
274	Q99884	2	Sodium-dependent proline transporter 	SLC6A7	6534
275	Q9BXA7	2	Testis-specific serine/threonine-protein kinase 1	TSSK1B	83942
276	Q9BZL6	2	Serine/threonine-protein kinase D2 	PRKD2	25865
277	Q9C098	2	Serine/threonine-protein kinase DCLK3	DCLK3	85443
278	Q9GZN6	2	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 	SLC6A16	28968
279	Q9H1V8	2	Sodium-dependent neutral amino acid transporter SLC6A17 	SLC6A17	388662
280	Q9H2J7	2	Sodium-dependent neutral amino acid transporter B	SLC6A15	55117
281	Q9H2K8	2	Serine/threonine-protein kinase TAO3	TAOK3	51347
282	Q9H2X6	2	Homeodomain-interacting protein kinase 2	HIPK2	28996
283	Q9NP91	2	Sodium- and chloride-dependent transporter XTRP3 	SLC6A20	54716
284	Q9NRH2	2	SNF-related serine/threonine-protein kinase	SNRK	54861
285	Q9NSD5	2	Sodium- and chloride-dependent GABA transporter 2 	SLC6A13	6540
286	Q9NYL2	2	Mitogen-activated protein kinase kinase kinase 20 	MAP3K20	51776
287	Q9NYY3	2	Serine/threonine-protein kinase PLK2	PLK2	10769
288	Q9P0L2	2	Serine/threonine-protein kinase MARK1	MARK1	4139
289	Q9P2K8	2	eIF-2-alpha kinase GCN2	EIF2AK4	440275
290	Q9UEW8	2	STE20/SPS1-related proline-alanine-rich protein kinase	STK39	27347
291	Q9UGI9	2	5'-AMP-activated protein kinase subunit gamma-3	PRKAG3	53632
292	Q9UGJ0	2	5'-AMP-activated protein kinase subunit gamma-2	PRKAG2	51422
293	Q9UKE5	2	TRAF2 and NCK-interacting protein kinase 	TNIK	23043
294	Q9UN76	2	Sodium- and chloride-dependent neutral and basic amino acid transporter B	SLC6A14	11254
295	Q9UQM7	2	Calcium/calmodulin-dependent protein kinase type II subunit alpha	CAMK2A	815
296	Q9Y233	2	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A 	PDE10A	10846
297	Q9Y2K2	2	Serine/threonine-protein kinase SIK3	SIK3	23387
298	Q9Y345	2	Sodium- and chloride-dependent glycine transporter 2 	SLC6A5	9152
299	Q9Y478	2	5'-AMP-activated protein kinase subunit beta-1	PRKAB1	5564
300	Q9Y616	2	Interleukin-1 receptor-associated kinase 3	IRAK3	11213
301	Q9Y6R4	2	Mitogen-activated protein kinase kinase kinase 4	MAP3K4	4216
302	A1KZ92	1	Peroxidasin-like protein 	PXDNL	137902
303	C9JRZ8	1	Aldo-keto reductase family 1 member B15 	AKR1B15	441282
304	O00305	1	Voltage-dependent L-type calcium channel subunit beta-4	CACNB4	785
305	O00408	1	cGMP-dependent 3',5'-cyclic phosphodiesterase 	PDE2A	5138
306	O00443	1	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha 	PIK3C2A	5286
307	O00506	1	Serine/threonine-protein kinase 25 	STK25	10494
308	O00519	1	Fatty-acid amide hydrolase 1	FAAH	2166
309	O14578	1	Citron Rho-interacting kinase	CIT	11113
310	O14730	1	Serine/threonine-protein kinase RIO3	RIOK3	8780
311	O14936	1	Peripheral plasma membrane protein CASK	CASK	8573
312	O15197	1	Ephrin type-B receptor 6	EPHB6	2051
313	O15264	1	Mitogen-activated protein kinase 13	MAPK13	5603
314	O15303	1	Metabotropic glutamate receptor 6 	GRM6	2916
315	O15392	1	Baculoviral IAP repeat-containing protein 5	BIRC5	332
316	O15530	1	3-phosphoinositide-dependent protein kinase 1	PDPK1	5170
317	O43497	1	Voltage-dependent T-type calcium channel subunit alpha-1G	CACNA1G	8913
318	O60218	1	Aldo-keto reductase family 1 member B10 	AKR1B10	57016
319	O60774	1	Putative dimethylaniline monooxygenase [N-oxide-forming] 6 	FMO6P	388714
320	O60840	1	Voltage-dependent L-type calcium channel subunit alpha-1F	CACNA1F	778
321	O75582	1	Ribosomal protein S6 kinase alpha-5 	RPS6KA5	9252
322	O75676	1	Ribosomal protein S6 kinase alpha-4 	RPS6KA4	8986
323	O75716	1	Serine/threonine-protein kinase 16	STK16	8576
324	O94768	1	Serine/threonine-protein kinase 17B	STK17B	9262
325	O95180	1	Voltage-dependent T-type calcium channel subunit alpha-1H	CACNA1H	8912
326	O95259	1	Potassium voltage-gated channel subfamily H member 1	KCNH1	3756
327	O95382	1	Mitogen-activated protein kinase kinase kinase 6	MAP3K6	9064
328	O95622	1	Adenylate cyclase type 5 	ADCY5	111
329	O95835	1	Serine/threonine-protein kinase LATS1	LATS1	9113
330	O96013	1	Serine/threonine-protein kinase PAK 4	PAK4	10298
331	O96017	1	Serine/threonine-protein kinase Chk2	CHEK2	11200
332	P00492	1	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	3251
333	P00750	1	Tissue-type plasminogen activator	PLAT	5327
334	P00813	1	Adenosine deaminase	ADA	100
335	P02763	1	Alpha-1-acid glycoprotein 1	ORM1	5004
336	P02768	1	Serum albumin	ALB	213
337	P04049	1	RAF proto-oncogene serine/threonine-protein kinase	RAF1	5894
338	P04637	1	Cellular tumor antigen p53	TP53	7157
339	P05164	1	Myeloperoxidase 	MPO	4353
340	P05543	1	Thyroxine-binding globulin 	SERPINA7	6906
341	P05771	1	Protein kinase C beta type 	PRKCB	5579
342	P06493	1	Cyclin-dependent kinase 1	CDK1	983
343	P07204	1	Thrombomodulin	THBD	7056
344	P07498	1	Kappa-casein	CSN3	1448
345	P07711	1	Cathepsin L1	CTSL	1514
346	P08235	1	Mineralocorticoid receptor 	NR3C2	4306
347	P08684	1	Cytochrome P450 3A4 	CYP3A4	1576
348	P09884	1	DNA polymerase alpha catalytic subunit	POLA1	5422
349	P09917	1	Arachidonate 5-lipoxygenase	ALOX5	240
350	P0C1S8	1	Wee1-like protein kinase 2 	WEE2	494551
351	P0DMS8	1	Adenosine receptor A3	ADORA3	140
352	P0DP23	1	Calmodulin	CALM1	801; 805; 808
353	P10145	1	Interleukin-8 	CXCL8	3576
354	P10415	1	Apoptosis regulator Bcl-2	BCL2	596
355	P11021	1	78 kDa glucose-regulated protein	HSPA5	3309
356	P11274	1	Breakpoint cluster region protein	BCR	613
357	P11309	1	Serine/threonine-protein kinase pim-1	PIM1	5292
358	P11388	1	DNA topoisomerase 2-alpha 	TOP2A	7153
359	P11678	1	Eosinophil peroxidase 	EPX	8288
360	P11802	1	Cyclin-dependent kinase 4	CDK4	1019
361	P12104	1	Fatty acid-binding protein, intestinal	FABP2	2169
362	P12821	1	Angiotensin-converting enzyme	ACE	1636
363	P13569	1	Cystic fibrosis transmembrane conductance regulator	CFTR	1080
364	P14550	1	Alcohol dehydrogenase [NADP	AKR1A1	10327
365	P14679	1	Tyrosinase	TYR	7299
366	P15056	1	Serine/threonine-protein kinase B-raf	BRAF	673
367	P15090	1	Fatty acid-binding protein, adipocyte 	FABP4	2167
368	P15121	1	Aldose reductase 	AKR1B1	231
369	P15144	1	Aminopeptidase N	ANPEP	290
370	P15151	1	Poliovirus receptor	PVR	5817
371	P15735	1	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform 	PHKG2	5261
372	P16499	1	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha 	PDE6A	5145
373	P17405	1	Sphingomyelin phosphodiesterase	SMPD1	6609
374	P17516	1	Aldo-keto reductase family 1 member C4 	AKR1C4	1109
375	P19099	1	Cytochrome P450 11B2, mitochondrial 	CYP11B2	1585
376	P19652	1	Alpha-1-acid glycoprotein 2	ORM2	5005
377	P19838	1	Nuclear factor NF-kappa-B p105 subunit	NFKB1	4790
378	P21554	1	Cannabinoid receptor 1 	CNR1	1268
379	P21860	1	Receptor tyrosine-protein kinase erbB-3 	ERBB3	2065
380	P21980	1	Protein-glutamine gamma-glutamyltransferase 2	TGM2	7052
381	P22079	1	Lactoperoxidase 	LPO	4025
382	P22309	1	UDP-glucuronosyltransferase 1-1	UGT1A1	54658
383	P22455	1	Fibroblast growth factor receptor 4 	FGFR4	2264
