"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","immune system process","GO:0002376","4.28431367083008e-10","9.36811874033231","3287","17","17","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","response to organic substance","GO:0010033","8.984784249552794e-10","9.046492347086302","3433","17","17","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","response to other organism","GO:0051707","1.5272774169650909e-9","8.816082069875918","1600","17","14","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,CCL20,HLA-F"
"GO:BP","response to external biotic stimulus","GO:0043207","1.5538076928407315e-9","8.808602732707685","1602","17","14","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,CCL20,HLA-F"
"GO:BP","response to biotic stimulus","GO:0009607","2.040709197269012e-9","8.690218878194004","1634","17","14","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,CCL20,HLA-F"
"GO:BP","cellular response to organic substance","GO:0071310","2.5716055146300624e-9","8.589795651595086","2797","17","16","18017","EGR1,IFNB1,CXCL2,NFKBIA,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","immune response","GO:0006955","6.253150742673968e-9","8.203901101797118","2297","17","15","18017","EGR1,IFNB1,CXCL2,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","response to external stimulus","GO:0009605","7.610571606064903e-9","8.118582723513644","2995","17","16","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","cellular response to chemical stimulus","GO:0070887","6.195298067751706e-8","7.207937794039213","3419","17","16","18017","EGR1,IFNB1,CXCL2,NFKBIA,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","regulation of immune system process","GO:0002682","8.111372688884139e-8","7.090905643845376","1648","17","13","18017","IFNB1,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","interspecies interaction between organisms","GO:0044419","1.68190568948198e-7","6.7741983603133065","2254","17","14","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,CCL20,HLA-F"
"GO:BP","response to chemical","GO:0042221","2.7885767780936485e-7","6.55461739354525","4808","17","17","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","0.0000010291068556176435","5.987539528643075","3250","17","15","18017","EGR1,IFNB1,CXCL2,NFKBIA,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","regulation of adaptive immune response","GO:0002819","0.000009889309257114222","5.0048340416990875","165","17","6","18017","IFNB1,IRF7,TNF,CD274,IL20RB,HLA-F"
"GO:BP","regulation of response to external stimulus","GO:0032101","0.000014118119733836816","4.8502231392327895","1096","17","10","18017","IFNB1,NFKBIA,SELE,IL8,IRF7,TNF,SOCS1,IL20RB,CCR6,HLA-F"
"GO:BP","positive regulation of immune system process","GO:0002684","0.00001637357201270453","4.785856565781685","1113","17","10","18017","IFNB1,SELE,IL8,IRF7,TNF,SOCS1,CD274,CCL20,CCR6,HLA-F"
"GO:BP","inflammatory response","GO:0006954","0.000021231804024041593","4.673013103130267","814","17","9","18017","CXCL2,NFKBIA,SELE,IL8,TNF,CXCL3,IL20RB,CCL20,CCR6"
"GO:BP","chemokine-mediated signaling pathway","GO:0070098","0.000022283277971917802","4.652020922097896","87","17","5","18017","CXCL2,IL8,CXCL3,CCL20,CCR6"
"GO:BP","response to lipopolysaccharide","GO:0032496","0.000025085009412708607","4.600585731674832","348","17","7","18017","CXCL2,NFKBIA,SELE,IL8,TNF,CXCL3,CD274"
"GO:BP","cellular response to type I interferon","GO:0071357","0.00003478676348301728","4.4585859755884805","95","17","5","18017","EGR1,IFNB1,IRF7,IFITM1,HLA-F"
"GO:BP","type I interferon signaling pathway","GO:0060337","0.00003478676348301728","4.4585859755884805","95","17","5","18017","EGR1,IFNB1,IRF7,IFITM1,HLA-F"
"GO:BP","response to chemokine","GO:1990868","0.00003667769179104372","4.435598003262515","96","17","5","18017","CXCL2,IL8,CXCL3,CCL20,CCR6"
"GO:BP","cellular response to chemokine","GO:1990869","0.00003667769179104372","4.435598003262515","96","17","5","18017","CXCL2,IL8,CXCL3,CCL20,CCR6"
"GO:BP","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","GO:0002460","0.00003685130910801666","4.433547079628829","368","17","7","18017","IFNB1,IRF7,TNF,CD274,IL20RB,CCR6,HLA-F"
"GO:BP","response to molecule of bacterial origin","GO:0002237","0.00003896687292670793","4.409304444737617","371","17","7","18017","CXCL2,NFKBIA,SELE,IL8,TNF,CXCL3,CD274"
"GO:BP","response to stress","GO:0006950","0.000041489173092959666","4.3820652208650115","4190","17","15","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","response to type I interferon","GO:0034340","0.000042846043153049604","4.368089279135018","99","17","5","18017","EGR1,IFNB1,IRF7,IFITM1,HLA-F"
"GO:BP","cellular response to lipopolysaccharide","GO:0071222","0.00004307310328101496","4.36579383756479","211","17","6","18017","CXCL2,NFKBIA,IL8,TNF,CXCL3,CD274"
"GO:BP","cellular response to molecule of bacterial origin","GO:0071219","0.00006149535102490992","4.211157715127739","224","17","6","18017","CXCL2,NFKBIA,IL8,TNF,CXCL3,CD274"
"GO:BP","cellular response to biotic stimulus","GO:0071216","0.000115287376799582","3.9382182424573045","249","17","6","18017","CXCL2,NFKBIA,IL8,TNF,CXCL3,CD274"
"GO:BP","negative regulation of immune system process","GO:0002683","0.00019667029686683046","3.70626122666388","470","17","7","18017","IFNB1,NFKBIA,TNF,SOCS1,CD274,IL20RB,HLA-F"
"GO:BP","regulation of defense response","GO:0031347","0.00024643537093474286","3.608296957630531","751","17","8","18017","IFNB1,NFKBIA,SELE,IRF7,TNF,SOCS1,IL20RB,HLA-F"
"GO:BP","positive regulation of leukocyte migration","GO:0002687","0.0002810113790319929","3.551276093793329","144","17","5","18017","SELE,IL8,TNF,CCL20,CCR6"
"GO:BP","response to bacterium","GO:0009617","0.00031074537821006686","3.5075953220034255","774","17","8","18017","CXCL2,NFKBIA,SELE,IL8,TNF,CXCL3,CD274,CCL20"
"GO:BP","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","GO:0002822","0.000344465517002267","3.4628542469789707","150","17","5","18017","IFNB1,TNF,CD274,IL20RB,HLA-F"
"GO:BP","leukocyte migration","GO:0050900","0.00037596258455459524","3.424855373503214","517","17","7","18017","CXCL2,SELE,IL8,TNF,CXCL3,CCL20,CCR6"
"GO:BP","positive regulation of response to external stimulus","GO:0032103","0.00041186807793358593","3.3852418669766555","524","17","7","18017","IFNB1,NFKBIA,IL8,IRF7,TNF,CCR6,HLA-F"
"GO:BP","negative regulation of lymphocyte activation","GO:0051250","0.0004462020533540976","3.3504684354903205","158","17","5","18017","IFNB1,SOCS1,CD274,IL20RB,HLA-F"
"GO:BP","regulation of cytokine production","GO:0001817","0.0005407137567668961","3.2670325810218412","832","17","8","18017","EGR1,IFNB1,IRF7,TNF,SOCS1,CD274,IL20RB,HLA-F"
"GO:BP","regulation of leukocyte cell-cell adhesion","GO:1903037","0.0006752820788968595","3.1705147757343983","336","17","6","18017","IFNB1,SELE,TNF,SOCS1,CD274,IL20RB"
"GO:BP","signal transduction","GO:0007165","0.0008883180269940522","3.0514315244894816","6291","17","16","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","cellular response to stimulus","GO:0051716","0.001001131238923711","2.9995089868519775","7777","17","17","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","lymphocyte mediated immunity","GO:0002449","0.001062006225395153","2.973872937447734","363","17","6","18017","IFNB1,IRF7,TNF,IL20RB,CCR6,HLA-F"
"GO:BP","cytokine production","GO:0001816","0.0010713369751513488","2.9700739059835812","910","17","8","18017","EGR1,IFNB1,IRF7,TNF,SOCS1,CD274,IL20RB,HLA-F"
"GO:BP","negative regulation of T cell mediated immunity","GO:0002710","0.0010803525967530247","2.966434479853184","19","17","3","18017","IFNB1,IL20RB,HLA-F"
"GO:BP","negative regulation of leukocyte activation","GO:0002695","0.001173441797680077","2.930538446391959","192","17","5","18017","IFNB1,SOCS1,CD274,IL20RB,HLA-F"
"GO:BP","leukocyte cell-cell adhesion","GO:0007159","0.0012254875093328744","2.9116911108953407","372","17","6","18017","IFNB1,SELE,TNF,SOCS1,CD274,IL20RB"
"GO:BP","regulation of response to stimulus","GO:0048583","0.0013340923904053331","2.87481409301782","4399","17","14","18017","EGR1,IFNB1,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","response to interferon-gamma","GO:0034341","0.0013662235858121013","2.864478221490139","198","17","5","18017","IRF7,IFITM1,SOCS1,CCL20,HLA-F"
"GO:BP","humoral immune response","GO:0006959","0.0013876515963876517","2.857719560365114","380","17","6","18017","IFNB1,CXCL2,IL8,TNF,CXCL3,CCR6"
"GO:BP","leukocyte activation","GO:0045321","0.0014896058030771796","2.826928644472636","1335","17","9","18017","EGR1,IFNB1,IL8,TNF,SOCS1,CD274,IL20RB,CCR6,HLA-F"
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","0.0016862943226799874","2.7730666221429496","3667","17","13","18017","EGR1,IFNB1,NFKBIA,SELE,IL8,IRF7,NFIL3,TNF,SOCS1,CD274,IL20RB,CCL20,HLA-F"
"GO:BP","negative regulation of cytokine production involved in immune response","GO:0002719","0.0019699143611685253","2.705552653676161","23","17","3","18017","IFNB1,TNF,HLA-F"
"GO:BP","regulation of leukocyte migration","GO:0002685","0.002051266002653968","2.687978017840274","215","17","5","18017","SELE,IL8,TNF,CCL20,CCR6"
"GO:BP","negative regulation of cell activation","GO:0050866","0.002051266002653968","2.687978017840274","215","17","5","18017","IFNB1,SOCS1,CD274,IL20RB,HLA-F"
"GO:BP","response to interleukin-1","GO:0070555","0.002051266002653968","2.687978017840274","215","17","5","18017","EGR1,NFKBIA,SELE,IL8,CCL20"
"GO:BP","adaptive immune response","GO:0002250","0.002455063585399031","2.609937255300557","683","17","7","18017","IFNB1,IRF7,TNF,CD274,IL20RB,CCR6,HLA-F"
"GO:BP","regulation of immune response","GO:0050776","0.0025075350744568833","2.600752983517297","1018","17","8","18017","IFNB1,IRF7,IFITM1,TNF,SOCS1,CD274,IL20RB,HLA-F"
"GO:BP","positive regulation of multicellular organismal process","GO:0051240","0.00251869030538469","2.5988252294574443","1894","17","10","18017","EGR1,IL8,IRF7,IFITM1,TNF,SOCS1,CD274,IL20RB,CCR6,HLA-F"
"GO:BP","calcium-mediated signaling","GO:0019722","0.002565808992028115","2.5907756771878234","225","17","5","18017","SELE,IL8,TNF,CCL20,CCR6"
"GO:BP","immune system development","GO:0002520","0.0029467322786576023","2.5306593195906255","1040","17","8","18017","EGR1,IFNB1,NFKBIA,IRF7,TNF,SOCS1,CD274,CCR6"
"GO:BP","leukocyte chemotaxis","GO:0030595","0.0030466306716377834","2.516180190014748","233","17","5","18017","CXCL2,IL8,CXCL3,CCL20,CCR6"
"GO:BP","signaling","GO:0023052","0.0030625290331623913","2.5139197854413045","6814","17","16","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","cell communication","GO:0007154","0.0031612917477881718","2.500135422348427","6828","17","16","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","regulation of cell-cell adhesion","GO:0022407","0.0033877781488928084","2.4700850374990404","443","17","6","18017","IFNB1,SELE,TNF,SOCS1,CD274,IL20RB"
"GO:BP","regulation of viral genome replication","GO:0045069","0.003511966548071843","2.454449629456424","102","17","4","18017","IFNB1,IL8,IFITM1,TNF"
"GO:BP","cell activation","GO:0001775","0.003907737793102596","2.408074584878814","1497","17","9","18017","EGR1,IFNB1,IL8,TNF,SOCS1,CD274,IL20RB,CCR6,HLA-F"
"GO:BP","neutrophil chemotaxis","GO:0030593","0.004095942927715009","2.3876461033874805","106","17","4","18017","CXCL2,IL8,CXCL3,CCL20"
"GO:BP","regulation of cell adhesion","GO:0030155","0.004116800071819189","2.3854402235572914","738","17","7","18017","IFNB1,SELE,IL8,TNF,SOCS1,CD274,IL20RB"
"GO:BP","positive regulation of metabolic process","GO:0009893","0.004387888346163409","2.3577444319774665","3970","17","13","18017","EGR1,IFNB1,NFKBIA,SELE,IL8,IRF7,NFIL3,TNF,SOCS1,CD274,IL20RB,CCL20,HLA-F"
"GO:BP","positive regulation of cytokine production","GO:0001819","0.0054543572651084725","2.2632564187993074","481","17","6","18017","EGR1,IRF7,TNF,CD274,IL20RB,HLA-F"
"GO:BP","lymphocyte activation","GO:0046649","0.005748185890191328","2.2404691956910927","776","17","7","18017","EGR1,IFNB1,SOCS1,CD274,IL20RB,CCR6,HLA-F"
"GO:BP","T cell activation","GO:0042110","0.006214724498745581","2.2065781190459166","492","17","6","18017","EGR1,IFNB1,SOCS1,CD274,IL20RB,CCR6"
"GO:BP","negative regulation of production of molecular mediator of immune response","GO:0002701","0.007229353026722916","2.1409005670894903","35","17","3","18017","IFNB1,TNF,HLA-F"
"GO:BP","negative regulation of T cell activation","GO:0050868","0.007412172875502177","2.1300544601031257","123","17","4","18017","IFNB1,SOCS1,CD274,IL20RB"
"GO:BP","negative regulation of immune effector process","GO:0002698","0.008157684495661635","2.088433095346804","126","17","4","18017","IFNB1,TNF,IL20RB,HLA-F"
"GO:BP","neutrophil migration","GO:1990266","0.008157684495661635","2.088433095346804","126","17","4","18017","CXCL2,IL8,CXCL3,CCL20"
"GO:BP","regulation of multicellular organismal process","GO:0051239","0.008826053894982708","2.0542334249262013","3441","17","12","18017","EGR1,IFNB1,NFKBIA,IL8,IRF7,IFITM1,TNF,SOCS1,CD274,IL20RB,CCR6,HLA-F"
"GO:BP","cell migration","GO:0016477","0.008847313165262055","2.0531885998859796","1651","17","9","18017","CXCL2,SELE,IL8,IFITM1,TNF,CXCL3,CD274,CCL20,CCR6"
"GO:BP","viral genome replication","GO:0019079","0.008957339097032066","2.0478209844343853","129","17","4","18017","IFNB1,IL8,IFITM1,TNF"
"GO:BP","granulocyte chemotaxis","GO:0071621","0.009236348656521834","2.034499681564134","130","17","4","18017","CXCL2,IL8,CXCL3,CCL20"
"GO:BP","defense response to other organism","GO:0098542","0.009286620924982895","2.0321422817641417","1212","17","8","18017","EGR1,IFNB1,IRF7,IFITM1,TNF,SOCS1,CCL20,HLA-F"
"GO:BP","cellular response to oxygen-containing compound","GO:1901701","0.0110747617966206","1.9556656061004483","1241","17","8","18017","EGR1,CXCL2,NFKBIA,IL8,TNF,CXCL3,SOCS1,CD274"
"GO:BP","leukocyte differentiation","GO:0002521","0.011674416277507444","1.93276482500554","549","17","6","18017","EGR1,IFNB1,IRF7,TNF,SOCS1,CCR6"
"GO:BP","negative regulation of lymphocyte mediated immunity","GO:0002707","0.0117334955628987","1.9305725865610224","41","17","3","18017","IFNB1,IL20RB,HLA-F"
"GO:BP","cell chemotaxis","GO:0060326","0.01308731005213734","1.88314960857249","314","17","5","18017","CXCL2,IL8,CXCL3,CCL20,CCR6"
"GO:BP","negative regulation of leukocyte cell-cell adhesion","GO:1903038","0.013109477525683574","1.8824146166420415","142","17","4","18017","IFNB1,SOCS1,CD274,IL20RB"
"GO:BP","negative regulation of CD8-positive, alpha-beta T cell activation","GO:2001186","0.013493137956245467","1.8698870393122373","5","17","2","18017","SOCS1,CD274"
"GO:BP","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","GO:0002823","0.013567943491464281","1.867485973857729","43","17","3","18017","IFNB1,IL20RB,HLA-F"
"GO:BP","positive regulation of cell migration","GO:0030335","0.014330163845168786","1.8437488440307157","569","17","6","18017","SELE,IL8,TNF,CD274,CCL20,CCR6"
"GO:BP","response to oxygen-containing compound","GO:1901700","0.01467435493177501","1.83344098076028","1755","17","9","18017","EGR1,CXCL2,NFKBIA,SELE,IL8,TNF,CXCL3,SOCS1,CD274"
"GO:BP","regulation of lymphocyte mediated immunity","GO:0002706","0.01585959627387628","1.7997078723941662","149","17","4","18017","IFNB1,TNF,IL20RB,HLA-F"
"GO:BP","response to tumor necrosis factor","GO:0034612","0.01593417144996085","1.797670514183673","327","17","5","18017","NFKBIA,SELE,IL8,TNF,CCL20"
"GO:BP","positive regulation of cell motility","GO:2000147","0.017799984070113753","1.7495803863576673","591","17","6","18017","SELE,IL8,TNF,CD274,CCL20,CCR6"
"GO:BP","granulocyte migration","GO:0097530","0.018069599335600435","1.7430514771162662","154","17","4","18017","CXCL2,IL8,CXCL3,CCL20"
"GO:BP","positive regulation of biological process","GO:0048518","0.01813455281332866","1.7414931493803916","6416","17","15","18017","EGR1,IFNB1,NFKBIA,SELE,IL8,IRF7,IFITM1,NFIL3,TNF,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","negative regulation of adaptive immune response","GO:0002820","0.018960203327763967","1.7221570096323184","48","17","3","18017","IFNB1,IL20RB,HLA-F"
"GO:BP","cellular response to lipid","GO:0071396","0.019963162054263555","1.6997706677603814","603","17","6","18017","CXCL2,NFKBIA,IL8,TNF,CXCL3,CD274"
"GO:BP","cell motility","GO:0048870","0.020073256673373965","1.6973821621145382","1823","17","9","18017","CXCL2,SELE,IL8,IFITM1,TNF,CXCL3,CD274,CCL20,CCR6"
"GO:BP","localization of cell","GO:0051674","0.020073256673373965","1.6973821621145382","1823","17","9","18017","CXCL2,SELE,IL8,IFITM1,TNF,CXCL3,CD274,CCL20,CCR6"
"GO:BP","thymocyte migration","GO:0072679","0.020228472952848006","1.6940369008764082","6","17","2","18017","CCL20,CCR6"
"GO:BP","positive regulation of locomotion","GO:0040017","0.020536069349364264","1.6874826777415912","606","17","6","18017","SELE,IL8,TNF,CD274,CCL20,CCR6"
"GO:BP","response to lipid","GO:0033993","0.020924821677135514","1.679338234408348","944","17","7","18017","CXCL2,NFKBIA,SELE,IL8,TNF,CXCL3,CD274"
"GO:BP","hemopoiesis","GO:0030097","0.0212166737636324","1.673322701458698","946","17","7","18017","EGR1,IFNB1,NFKBIA,IRF7,TNF,SOCS1,CCR6"
"GO:BP","positive regulation of gene expression","GO:0010628","0.021400492767864862","1.6695762264685337","2391","17","10","18017","EGR1,IFNB1,NFKBIA,IL8,IRF7,NFIL3,TNF,CD274,IL20RB,HLA-F"
"GO:BP","positive regulation of cellular component movement","GO:0051272","0.021520598778874054","1.6671456492350563","611","17","6","18017","SELE,IL8,TNF,CD274,CCL20,CCR6"
"GO:BP","regulation of viral life cycle","GO:1903900","0.02153546804488624","1.6668456849832263","161","17","4","18017","IFNB1,IL8,IFITM1,TNF"
"GO:BP","negative regulation of immune response","GO:0050777","0.022067877534628633","1.6562394348186382","162","17","4","18017","IFNB1,TNF,IL20RB,HLA-F"
"GO:BP","negative regulation of leukocyte mediated immunity","GO:0002704","0.024169990300734627","1.6167235238719637","52","17","3","18017","IFNB1,IL20RB,HLA-F"
"GO:BP","response to stimulus","GO:0050896","0.026589925267977377","1.5752828832683072","9430","17","17","18017","EGR1,IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,IFITM1,NFIL3,TNF,CXCL3,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"GO:BP","hematopoietic or lymphoid organ development","GO:0048534","0.027808864250436254","1.5558167479154412","986","17","7","18017","EGR1,IFNB1,NFKBIA,IRF7,TNF,SOCS1,CCR6"
"GO:BP","innate immune response","GO:0045087","0.028178801035378728","1.5500774893954499","988","17","7","18017","EGR1,IFNB1,IRF7,IFITM1,SOCS1,CCL20,HLA-F"
"GO:BP","regulation of cell migration","GO:0030334","0.028741395078540653","1.541492155470843","991","17","7","18017","SELE,IL8,IFITM1,TNF,CD274,CCL20,CCR6"
"GO:BP","positive regulation of response to stimulus","GO:0048584","0.02935435939272333","1.5323273928963006","2476","17","10","18017","IFNB1,NFKBIA,IL8,IRF7,TNF,SOCS1,CD274,CCL20,CCR6,HLA-F"
"GO:BP","negative regulation of cytokine production","GO:0001818","0.031284486953721526","1.5046709627895347","376","17","5","18017","IFNB1,TNF,CD274,IL20RB,HLA-F"
"GO:BP","cellular response to interferon-gamma","GO:0071346","0.03197562056168366","1.4951810182676142","178","17","4","18017","IRF7,SOCS1,CCL20,HLA-F"
"GO:BP","positive regulation of defense response","GO:0031349","0.032919582107818424","1.4825456865041304","380","17","5","18017","IFNB1,NFKBIA,IRF7,TNF,HLA-F"
"GO:BP","cellular response to interleukin-1","GO:0071347","0.03800268487298125","1.4201857195850371","186","17","4","18017","EGR1,NFKBIA,IL8,CCL20"
"GO:BP","regulation of cell motility","GO:2000145","0.0423844320459857","1.3727936320406346","1052","17","7","18017","SELE,IL8,IFITM1,TNF,CD274,CCL20,CCR6"
"GO:BP","negative regulation of viral genome replication","GO:0045071","0.043152788492022205","1.3649911353469284","63","17","3","18017","IFNB1,IFITM1,TNF"
"GO:BP","regulation of response to biotic stimulus","GO:0002831","0.04471151667188428","1.3495805980573004","405","17","5","18017","IFNB1,IRF7,SOCS1,CD274,HLA-F"
"GO:BP","negative regulation of cell-cell adhesion","GO:0022408","0.04482700104495503","1.3484603147410166","194","17","4","18017","IFNB1,SOCS1,CD274,IL20RB"
"GO:BP","locomotion","GO:0040011","0.046455436941739495","1.3329634507636388","2020","17","9","18017","CXCL2,SELE,IL8,IFITM1,TNF,CXCL3,CD274,CCL20,CCR6"
"GO:BP","positive regulation of cellular process","GO:0048522","0.04821740706853355","1.3167961478802919","5803","17","14","18017","EGR1,IFNB1,NFKBIA,SELE,IL8,IRF7,IFITM1,NFIL3,TNF,SOCS1,CD274,CCL20,CCR6,HLA-F"
"GO:BP","negative regulation of T cell cytokine production","GO:0002725","0.04846754467726412","1.3145489806924413","9","17","2","18017","IFNB1,HLA-F"
"KEGG","Viral protein interaction with cytokine and cytokine receptor","KEGG:04061","2.1043703076432886e-8","7.676877834663155","98","16","7","7963","CXCL2,IL8,TNF,CXCL3,IL20RB,CCL20,CCR6"
"KEGG","TNF signaling pathway","KEGG:04668","5.43408606727542e-8","7.264873487330204","112","16","7","7963","IFNB1,CXCL2,NFKBIA,SELE,TNF,CXCL3,CCL20"
"KEGG","IL-17 signaling pathway","KEGG:04657","8.608835822762568e-7","6.065055574438868","92","16","6","7963","CXCL2,NFKBIA,IL8,TNF,CXCL3,CCL20"
"KEGG","NOD-like receptor signaling pathway","KEGG:04621","0.0000013457671604225885","5.87103007361198","177","16","7","7963","IFNB1,CXCL2,NFKBIA,IL8,IRF7,TNF,CXCL3"
"KEGG","Cytokine-cytokine receptor interaction","KEGG:04060","0.000001732330450387952","5.7613692606493405","292","16","8","7963","IFNB1,CXCL2,IL8,TNF,CXCL3,IL20RB,CCL20,CCR6"
"KEGG","Kaposi sarcoma-associated herpesvirus infection","KEGG:05167","0.000002451504548279694","5.610567296669918","193","16","7","7963","IFNB1,CXCL2,NFKBIA,IL8,IRF7,CXCL3,HLA-F"
"KEGG","Legionellosis","KEGG:05134","0.000003779773263917693","5.422534251269332","57","16","5","7963","CXCL2,NFKBIA,IL8,TNF,CXCL3"
"KEGG","RIG-I-like receptor signaling pathway","KEGG:04622","0.000010762423138459268","4.96808993710969","70","16","5","7963","IFNB1,NFKBIA,IL8,IRF7,TNF"
